Copyright 1986-2022 Xilinx, Inc. All Rights Reserved. Copyright 2022-2025 Advanced Micro Devices, Inc. All Rights Reserved.
---------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2025.2 (lin64) Build 6299465 Fri Nov 14 12:34:56 MST 2025
| Date         : Wed Sep 23 15:56:03 2026
| Host         : johan2-Yoga-7-15ITL5 running 64-bit Ubuntu 22.04.5 LTS
| Command      : report_utilization -hierarchical
| Design       : zynq_gnss_acquisition_bd_wrapper
| Device       : xc7z020clg484-1
| Speed File   : -1
| Design State : Routed
---------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-------------------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                              Instance                             |                                                          Module                                                          | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|                 (burst_sequential)                                |                                     zynq_gnss_acquisition_bd_ddr_to_stream_1_1_ddr_to_stream_gmem_m_axi_burst_sequential |        154 |        154 |       0 |    0 |   324 |      0 |      0 |          0 |
|                 rs_req                                            |                                            zynq_gnss_acquisition_bd_ddr_to_stream_1_1_ddr_to_stream_gmem_m_axi_reg_slice |        107 |        107 |       0 |    0 |   133 |      0 |      0 |          0 |
|             rs_rdata                                              |                            zynq_gnss_acquisition_bd_ddr_to_stream_1_1_ddr_to_stream_gmem_m_axi_reg_slice__parameterized0 |         39 |         39 |       0 |    0 |    71 |      0 |      0 |          0 |
|         grp_ddr_to_stream_Pipeline_STREAM_LOOP_fu_102             |                              zynq_gnss_acquisition_bd_ddr_to_stream_1_1_ddr_to_stream_ddr_to_stream_Pipeline_STREAM_LOOP |        266 |        265 |       0 |    1 |   242 |      0 |      0 |          0 |
|           (grp_ddr_to_stream_Pipeline_STREAM_LOOP_fu_102)         |                              zynq_gnss_acquisition_bd_ddr_to_stream_1_1_ddr_to_stream_ddr_to_stream_Pipeline_STREAM_LOOP |        182 |        181 |       0 |    1 |   240 |      0 |      0 |          0 |
|           flow_control_loop_pipe_sequential_init_U                |                          zynq_gnss_acquisition_bd_ddr_to_stream_1_1_ddr_to_stream_flow_control_loop_pipe_sequential_init |        144 |        144 |       0 |    0 |     2 |      0 |      0 |          0 |
|         regslice_both_stream_out_V_data_V_U                       |                                                   zynq_gnss_acquisition_bd_ddr_to_stream_1_1_ddr_to_stream_regslice_both |         70 |         70 |       0 |    0 |   133 |      0 |      0 |          0 |
|     fft_prn                                                       |                                                                                        zynq_gnss_acquisition_bd_xfft_0_1 |       3173 |       2547 |       0 |  626 |  6408 |      0 |     18 |         52 |
|       U0                                                          |                                                                           zynq_gnss_acquisition_bd_xfft_0_1_xfft_v9_1_15 |       3173 |       2547 |       0 |  626 |  6408 |      0 |     18 |         52 |
|         i_synth                                                   |                                                                       zynq_gnss_acquisition_bd_xfft_0_1_xfft_v9_1_15_viv |       3173 |       2547 |       0 |  626 |  6408 |      0 |     18 |         52 |
|           axi_wrapper                                             |                                                                            zynq_gnss_acquisition_bd_xfft_0_1_axi_wrapper |        198 |        134 |       0 |   64 |   406 |      0 |      0 |          0 |
|             (axi_wrapper)                                         |                                                                            zynq_gnss_acquisition_bd_xfft_0_1_axi_wrapper |         25 |         25 |       0 |    0 |    57 |      0 |      0 |          0 |
|             data_out_channel                                      |                                                                zynq_gnss_acquisition_bd_xfft_0_1_axi_wrapper_output_fifo |         46 |         14 |       0 |   32 |    72 |      0 |      0 |          0 |
|               gen_non_real_time.fifo                              |                                                                         zynq_gnss_acquisition_bd_xfft_0_1_glb_ifx_master |         43 |         11 |       0 |   32 |    72 |      0 |      0 |          0 |
|                 fifo0                                             |                                                           zynq_gnss_acquisition_bd_xfft_0_1_glb_srl_fifo__parameterized3 |         43 |         11 |       0 |   32 |    72 |      0 |      0 |          0 |
|             gen_input_fifo_read_default.data_in_channel_fifo      |                                                 zynq_gnss_acquisition_bd_xfft_0_1_axi_wrapper_input_fifo__parameterized0 |        117 |         85 |       0 |   32 |   268 |      0 |      0 |          0 |
|               (gen_input_fifo_read_default.data_in_channel_fifo)  |                                                 zynq_gnss_acquisition_bd_xfft_0_1_axi_wrapper_input_fifo__parameterized0 |          7 |          7 |       0 |    0 |   130 |      0 |      0 |          0 |
|               gen_non_real_time.data_in_fifo_pt1                  |                                                          zynq_gnss_acquisition_bd_xfft_0_1_glb_ifx_slave__parameterized0 |        111 |         79 |       0 |   32 |   138 |      0 |      0 |          0 |
|                 (gen_non_real_time.data_in_fifo_pt1)              |                                                          zynq_gnss_acquisition_bd_xfft_0_1_glb_ifx_slave__parameterized0 |         71 |         71 |       0 |    0 |    66 |      0 |      0 |          0 |
|                 fifo0                                             |                                                           zynq_gnss_acquisition_bd_xfft_0_1_glb_srl_fifo__parameterized1 |         40 |          8 |       0 |   32 |    72 |      0 |      0 |          0 |
|           non_native_flt_non_ssr_fft.xfft_inst                    |                                                                      zynq_gnss_acquisition_bd_xfft_0_1_xfft_v9_1_15_core |       2975 |       2413 |       0 |  562 |  6002 |      0 |     18 |         52 |
|             floating_point.xfft_inst                              |                                                                        zynq_gnss_acquisition_bd_xfft_0_1_xfft_v9_1_15_fp |       2975 |       2413 |       0 |  562 |  6002 |      0 |     18 |         52 |
|               real_to_bfp                                         |                                                               zynq_gnss_acquisition_bd_xfft_0_1_fp_convert_to_block_fp_2 |        195 |        178 |       0 |   17 |   260 |      0 |      0 |          0 |
|                 fpo                                               |                                                          zynq_gnss_acquisition_bd_xfft_0_1_floating_point_v7_1_21_viv__1 |        163 |        158 |       0 |    5 |   217 |      0 |      0 |          0 |
|                   FLT_TO_FIX_OP.SPD.OP                            |                                                                        zynq_gnss_acquisition_bd_xfft_0_1_flt_to_fix_conv |        163 |        158 |       0 |    5 |   217 |      0 |      0 |          0 |
|               convert_imag_to_fp                                  |                                                                       zynq_gnss_acquisition_bd_xfft_0_1_fp_convert_to_fp |        208 |        182 |       0 |   26 |   355 |      0 |      0 |          0 |
|                 (convert_imag_to_fp)                              |                                                                       zynq_gnss_acquisition_bd_xfft_0_1_fp_convert_to_fp |          5 |          5 |       0 |    0 |    72 |      0 |      0 |          0 |
|                 fpo                                               |                                             zynq_gnss_acquisition_bd_xfft_0_1_floating_point_v7_1_21_viv__parameterized1 |        139 |        137 |       0 |    2 |   209 |      0 |      0 |          0 |
|                   FIX_TO_FLT_OP.SPD.OP                            |                                                                    zynq_gnss_acquisition_bd_xfft_0_1_fix_to_flt_conv_339 |        139 |        137 |       0 |    2 |   209 |      0 |      0 |          0 |
|                     NORM_SHIFT                                    |                                                    zynq_gnss_acquisition_bd_xfft_0_1_shift_msb_first__parameterized0_345 |         27 |         27 |       0 |    0 |    53 |      0 |      0 |          0 |
|               convert_real_to_fp                                  |                                                                     zynq_gnss_acquisition_bd_xfft_0_1_fp_convert_to_fp_0 |        209 |        183 |       0 |   26 |   355 |      0 |      0 |          0 |
|                 (convert_real_to_fp)                              |                                                                     zynq_gnss_acquisition_bd_xfft_0_1_fp_convert_to_fp_0 |          5 |          5 |       0 |    0 |    72 |      0 |      0 |          0 |
|                 fpo                                               |                                          zynq_gnss_acquisition_bd_xfft_0_1_floating_point_v7_1_21_viv__parameterized1__1 |        140 |        138 |       0 |    2 |   209 |      0 |      0 |          0 |
|                   FIX_TO_FLT_OP.SPD.OP                            |                                                                        zynq_gnss_acquisition_bd_xfft_0_1_fix_to_flt_conv |        140 |        138 |       0 |    2 |   209 |      0 |      0 |          0 |
|                     NORM_SHIFT                                    |                                                        zynq_gnss_acquisition_bd_xfft_0_1_shift_msb_first__parameterized0 |         27 |         27 |       0 |    0 |    53 |      0 |      0 |          0 |
|               fft                                                 |                                                      zynq_gnss_acquisition_bd_xfft_0_1_xfft_v9_1_15_core__parameterized1 |       2031 |       1599 |       0 |  432 |  4329 |      0 |     14 |         52 |
|                 non_floating_point.arch_b.xfft_inst               |                                                                         zynq_gnss_acquisition_bd_xfft_0_1_xfft_v9_1_15_b |       1999 |       1567 |       0 |  432 |  4329 |      0 |     14 |         52 |
|                   control                                         |                                                                             zynq_gnss_acquisition_bd_xfft_0_1_r4_control |        292 |        222 |       0 |   70 |   635 |      0 |      6 |          0 |
|                     twiddle_generator3                            |                                                                        zynq_gnss_acquisition_bd_xfft_0_1_twiddle_gen_249 |          7 |          6 |       0 |    1 |    78 |      0 |      2 |          0 |
|                       tw1.twgen1                                  |                                                                      zynq_gnss_acquisition_bd_xfft_0_1_twgen_quarter_sin |          7 |          6 |       0 |    1 |    78 |      0 |      2 |          0 |
|                         (tw1.twgen1)                              |                                                                      zynq_gnss_acquisition_bd_xfft_0_1_twgen_quarter_sin |          5 |          4 |       0 |    1 |    61 |      0 |      2 |          0 |
|                     control                                       |                                                                         zynq_gnss_acquisition_bd_xfft_0_1_flow_control_b |         91 |         88 |       0 |    3 |    99 |      0 |      0 |          0 |
|                     processing_address_generator                  |                                                                          zynq_gnss_acquisition_bd_xfft_0_1_rw_addr_gen_b |         31 |         27 |       0 |    4 |    65 |      0 |      0 |          0 |
|                     twiddle_address_generator                     |                                                                            zynq_gnss_acquisition_bd_xfft_0_1_tw_addr_gen |         46 |         46 |       0 |    0 |    66 |      0 |      0 |          0 |
|                       N_MAX_P4.p4                                 |                                                                              zynq_gnss_acquisition_bd_xfft_0_1_tw_gen_p4 |         46 |         46 |       0 |    0 |    66 |      0 |      0 |          0 |
|                         (N_MAX_P4.p4)                             |                                                                              zynq_gnss_acquisition_bd_xfft_0_1_tw_gen_p4 |         24 |         24 |       0 |    0 |    50 |      0 |      0 |          0 |
|                     twiddle_generator1                            |                                                                            zynq_gnss_acquisition_bd_xfft_0_1_twiddle_gen |          6 |          6 |       0 |    0 |    78 |      0 |      2 |          0 |
|                       tw1.twgen1                                  |                                                                  zynq_gnss_acquisition_bd_xfft_0_1_twgen_quarter_sin_255 |          6 |          6 |       0 |    0 |    78 |      0 |      2 |          0 |
|                         (tw1.twgen1)                              |                                                                  zynq_gnss_acquisition_bd_xfft_0_1_twgen_quarter_sin_255 |          4 |          4 |       0 |    0 |    61 |      0 |      2 |          0 |
|                     twiddle_generator2                            |                                                                        zynq_gnss_acquisition_bd_xfft_0_1_twiddle_gen_248 |          7 |          6 |       0 |    1 |    76 |      0 |      2 |          0 |
|                       tw1.twgen1                                  |                                                                  zynq_gnss_acquisition_bd_xfft_0_1_twgen_quarter_sin_251 |          7 |          6 |       0 |    1 |    76 |      0 |      2 |          0 |
|                         (tw1.twgen1)                              |                                                                  zynq_gnss_acquisition_bd_xfft_0_1_twgen_quarter_sin_251 |          5 |          4 |       0 |    1 |    63 |      0 |      2 |          0 |
|                   single_channel.datapath                         |                                                                            zynq_gnss_acquisition_bd_xfft_0_1_r4_datapath |       1707 |       1345 |       0 |  362 |  3694 |      0 |      8 |         52 |
|                     pe                                            |                                                                                    zynq_gnss_acquisition_bd_xfft_0_1_pe4 |       1038 |        677 |       0 |  361 |  2661 |      0 |      0 |         52 |
|                       (pe)                                        |                                                                                    zynq_gnss_acquisition_bd_xfft_0_1_pe4 |          0 |          0 |       0 |    0 |   454 |      0 |      0 |          0 |
|                       mult_gen.Mult1                              |                                                                                   zynq_gnss_acquisition_bd_xfft_0_1_cmpy |        229 |        120 |       0 |  109 |   546 |      0 |      0 |         12 |
|                         i_cmpy                                    |                                                                 zynq_gnss_acquisition_bd_xfft_0_1_cmpy_v6_0_27_synth_179 |        229 |        120 |       0 |  109 |   546 |      0 |      0 |         12 |
|                           three_mult_structure.use_dsp.i_dsp      |                                                                       zynq_gnss_acquisition_bd_xfft_0_1_cmpy_3_dsp48_180 |        229 |        120 |       0 |  109 |   546 |      0 |      0 |         12 |
|                             (three_mult_structure.use_dsp.i_dsp)  |                                                                       zynq_gnss_acquisition_bd_xfft_0_1_cmpy_3_dsp48_180 |         29 |         29 |       0 |    0 |    84 |      0 |      0 |          0 |
|                             mult1_preadder_d_plus_b.mult1         |                                                                  zynq_gnss_acquisition_bd_xfft_0_1_cmpy_3_dsp48_mult_181 |         53 |          0 |       0 |   53 |   130 |      0 |      0 |          4 |
|                               mult                                |                                                                                zynq_gnss_acquisition_bd_xfft_0_1_dsp_200 |         41 |          0 |       0 |   41 |   110 |      0 |      0 |          4 |
|                             mult2_preadder_d_plus_b.mult2         |                                                  zynq_gnss_acquisition_bd_xfft_0_1_cmpy_3_dsp48_mult__parameterized0_182 |          9 |          0 |       0 |    9 |    85 |      0 |      0 |          4 |
|                               mult                                |                                                                zynq_gnss_acquisition_bd_xfft_0_1_dsp__parameterized0_194 |          9 |          0 |       0 |    9 |    85 |      0 |      0 |          4 |
|                             mult3_preadder_d_minus_b.mult3        |                                                  zynq_gnss_acquisition_bd_xfft_0_1_cmpy_3_dsp48_mult__parameterized1_183 |         64 |         16 |       0 |   48 |   138 |      0 |      0 |          4 |
|                               mult                                |                                                                zynq_gnss_acquisition_bd_xfft_0_1_dsp__parameterized1_185 |         40 |          0 |       0 |   40 |   110 |      0 |      0 |          4 |
|                             optionally_negate_inputs              |                                                                     zynq_gnss_acquisition_bd_xfft_0_1_input_negation_184 |         76 |         76 |       0 |    0 |   109 |      0 |      0 |          0 |
|                       mult_gen.Mult2                              |                                                                               zynq_gnss_acquisition_bd_xfft_0_1_cmpy_126 |        256 |        145 |       0 |  111 |   548 |      0 |      0 |         12 |
|                         i_cmpy                                    |                                                                 zynq_gnss_acquisition_bd_xfft_0_1_cmpy_v6_0_27_synth_151 |        256 |        145 |       0 |  111 |   548 |      0 |      0 |         12 |
|                           three_mult_structure.use_dsp.i_dsp      |                                                                       zynq_gnss_acquisition_bd_xfft_0_1_cmpy_3_dsp48_152 |        256 |        145 |       0 |  111 |   548 |      0 |      0 |         12 |
|                             (three_mult_structure.use_dsp.i_dsp)  |                                                                       zynq_gnss_acquisition_bd_xfft_0_1_cmpy_3_dsp48_152 |         29 |         29 |       0 |    0 |    84 |      0 |      0 |          0 |
|                             mult1_preadder_d_plus_b.mult1         |                                                                  zynq_gnss_acquisition_bd_xfft_0_1_cmpy_3_dsp48_mult_153 |         53 |          0 |       0 |   53 |   130 |      0 |      0 |          4 |
|                               mult                                |                                                                                zynq_gnss_acquisition_bd_xfft_0_1_dsp_171 |         41 |          0 |       0 |   41 |   110 |      0 |      0 |          4 |
|                             mult2_preadder_d_plus_b.mult2         |                                                  zynq_gnss_acquisition_bd_xfft_0_1_cmpy_3_dsp48_mult__parameterized0_154 |          9 |          0 |       0 |    9 |    86 |      0 |      0 |          4 |
|                               mult                                |                                                                zynq_gnss_acquisition_bd_xfft_0_1_dsp__parameterized0_165 |          9 |          0 |       0 |    9 |    86 |      0 |      0 |          4 |
|                             mult3_preadder_d_minus_b.mult3        |                                                  zynq_gnss_acquisition_bd_xfft_0_1_cmpy_3_dsp48_mult__parameterized1_155 |         65 |         16 |       0 |   49 |   138 |      0 |      0 |          4 |
|                               mult                                |                                                                zynq_gnss_acquisition_bd_xfft_0_1_dsp__parameterized1_157 |         41 |          0 |       0 |   41 |   110 |      0 |      0 |          4 |
|                             optionally_negate_inputs              |                                                                     zynq_gnss_acquisition_bd_xfft_0_1_input_negation_156 |        101 |        101 |       0 |    0 |   110 |      0 |      0 |          0 |
|                       mult_gen.Mult3                              |                                                                               zynq_gnss_acquisition_bd_xfft_0_1_cmpy_127 |        258 |        147 |       0 |  111 |   548 |      0 |      0 |         12 |
|                         i_cmpy                                    |                                                                     zynq_gnss_acquisition_bd_xfft_0_1_cmpy_v6_0_27_synth |        258 |        147 |       0 |  111 |   548 |      0 |      0 |         12 |
|                           three_mult_structure.use_dsp.i_dsp      |                                                                           zynq_gnss_acquisition_bd_xfft_0_1_cmpy_3_dsp48 |        258 |        147 |       0 |  111 |   548 |      0 |      0 |         12 |
|                             (three_mult_structure.use_dsp.i_dsp)  |                                                                           zynq_gnss_acquisition_bd_xfft_0_1_cmpy_3_dsp48 |         29 |         29 |       0 |    0 |    84 |      0 |      0 |          0 |
|                             mult1_preadder_d_plus_b.mult1         |                                                                      zynq_gnss_acquisition_bd_xfft_0_1_cmpy_3_dsp48_mult |         69 |         16 |       0 |   53 |   138 |      0 |      0 |          4 |
|                               mult                                |                                                                                    zynq_gnss_acquisition_bd_xfft_0_1_dsp |         41 |          0 |       0 |   41 |   110 |      0 |      0 |          4 |
|                             mult2_preadder_d_plus_b.mult2         |                                                      zynq_gnss_acquisition_bd_xfft_0_1_cmpy_3_dsp48_mult__parameterized0 |          9 |          0 |       0 |    9 |    86 |      0 |      0 |          4 |
|                               mult                                |                                                                    zynq_gnss_acquisition_bd_xfft_0_1_dsp__parameterized0 |          9 |          0 |       0 |    9 |    86 |      0 |      0 |          4 |
|                             mult3_preadder_d_minus_b.mult3        |                                                      zynq_gnss_acquisition_bd_xfft_0_1_cmpy_3_dsp48_mult__parameterized1 |         49 |          0 |       0 |   49 |   130 |      0 |      0 |          4 |
|                               mult                                |                                                                    zynq_gnss_acquisition_bd_xfft_0_1_dsp__parameterized1 |         41 |          0 |       0 |   41 |   110 |      0 |      0 |          4 |
|                             optionally_negate_inputs              |                                                                         zynq_gnss_acquisition_bd_xfft_0_1_input_negation |        103 |        103 |       0 |    0 |   110 |      0 |      0 |          0 |
|                       mult_gen.dsp48_dragonfly.dragonfly_inst     |                                                                 zynq_gnss_acquisition_bd_xfft_0_1_dragonfly_DSP48_bypass |         33 |         33 |       0 |    0 |   275 |      0 |      0 |         16 |
|                         (mult_gen.dsp48_dragonfly.dragonfly_inst) |                                                                 zynq_gnss_acquisition_bd_xfft_0_1_dragonfly_DSP48_bypass |          0 |          0 |       0 |    0 |   272 |      0 |      0 |          0 |
|                     i_switch_im                                   |                                                                             zynq_gnss_acquisition_bd_xfft_0_1_in_switch4 |        116 |        116 |       0 |    0 |   116 |      0 |      0 |          0 |
|                     i_switch_re                                   |                                                                         zynq_gnss_acquisition_bd_xfft_0_1_in_switch4_116 |        116 |        116 |       0 |    0 |   116 |      0 |      0 |          0 |
|                     memories[0].blkmem_gen.use_bram_only.dpms     |                                                                    zynq_gnss_acquisition_bd_xfft_0_1_dpm__parameterized0 |          0 |          0 |       0 |    0 |    58 |      0 |      2 |          0 |
|                     memories[1].blkmem_gen.use_bram_only.dpms     |                                                                 zynq_gnss_acquisition_bd_xfft_0_1_dpm__parameterized0__3 |          0 |          0 |       0 |    0 |    58 |      0 |      2 |          0 |
|                     memories[2].blkmem_gen.use_bram_only.dpms     |                                                                 zynq_gnss_acquisition_bd_xfft_0_1_dpm__parameterized0__2 |          0 |          0 |       0 |    0 |    58 |      0 |      2 |          0 |
|                     memories[3].blkmem_gen.use_bram_only.dpms     |                                                                 zynq_gnss_acquisition_bd_xfft_0_1_dpm__parameterized0__1 |          0 |          0 |       0 |    0 |    58 |      0 |      2 |          0 |
|                     o_switch_im                                   |                                                                            zynq_gnss_acquisition_bd_xfft_0_1_out_switch4 |        116 |        116 |       0 |    0 |   116 |      0 |      0 |          0 |
|                     o_switch_re                                   |                                                                        zynq_gnss_acquisition_bd_xfft_0_1_out_switch4_124 |        116 |        116 |       0 |    0 |   124 |      0 |      0 |          0 |
|               get_block_max_exp                                   |                                                                   zynq_gnss_acquisition_bd_xfft_0_1_fp_get_block_max_exp |         97 |         91 |       0 |    6 |   326 |      0 |      4 |          0 |
|                 (get_block_max_exp)                               |                                                                   zynq_gnss_acquisition_bd_xfft_0_1_fp_get_block_max_exp |          6 |          6 |       0 |    0 |   122 |      0 |      0 |          0 |
|                 delay_mem                                         |                                                                             zynq_gnss_acquisition_bd_xfft_0_1_r22_memory |          3 |          3 |       0 |    0 |   128 |      0 |      4 |          0 |
|                   blk_ram.use_bram_only.mem                       |                                                                                    zynq_gnss_acquisition_bd_xfft_0_1_dpm |          3 |          3 |       0 |    0 |   128 |      0 |      4 |          0 |
|               imag_to_bfp                                         |                                                                 zynq_gnss_acquisition_bd_xfft_0_1_fp_convert_to_block_fp |        192 |        177 |       0 |   15 |   260 |      0 |      0 |          0 |
|                 fpo                                               |                                                             zynq_gnss_acquisition_bd_xfft_0_1_floating_point_v7_1_21_viv |        162 |        159 |       0 |    3 |   217 |      0 |      0 |          0 |
|                   FLT_TO_FIX_OP.SPD.OP                            |                                                                     zynq_gnss_acquisition_bd_xfft_0_1_flt_to_fix_conv_36 |        162 |        159 |       0 |    3 |   217 |      0 |      0 |          0 |
|     fft_signal                                                    |                                                                                        zynq_gnss_acquisition_bd_xfft_0_0 |       3174 |       2546 |       0 |  628 |  6408 |      0 |     18 |         52 |
|       U0                                                          |                                                                           zynq_gnss_acquisition_bd_xfft_0_0_xfft_v9_1_15 |       3174 |       2546 |       0 |  628 |  6408 |      0 |     18 |         52 |
|         i_synth                                                   |                                                                       zynq_gnss_acquisition_bd_xfft_0_0_xfft_v9_1_15_viv |       3174 |       2546 |       0 |  628 |  6408 |      0 |     18 |         52 |
|           axi_wrapper                                             |                                                                            zynq_gnss_acquisition_bd_xfft_0_0_axi_wrapper |        199 |        135 |       0 |   64 |   406 |      0 |      0 |          0 |
|             (axi_wrapper)                                         |                                                                            zynq_gnss_acquisition_bd_xfft_0_0_axi_wrapper |         25 |         25 |       0 |    0 |    57 |      0 |      0 |          0 |
|             data_out_channel                                      |                                                                zynq_gnss_acquisition_bd_xfft_0_0_axi_wrapper_output_fifo |         46 |         14 |       0 |   32 |    72 |      0 |      0 |          0 |
|               gen_non_real_time.fifo                              |                                                                         zynq_gnss_acquisition_bd_xfft_0_0_glb_ifx_master |         43 |         11 |       0 |   32 |    72 |      0 |      0 |          0 |
|                 fifo0                                             |                                                           zynq_gnss_acquisition_bd_xfft_0_0_glb_srl_fifo__parameterized3 |         43 |         11 |       0 |   32 |    72 |      0 |      0 |          0 |
|             gen_input_fifo_read_default.data_in_channel_fifo      |                                                 zynq_gnss_acquisition_bd_xfft_0_0_axi_wrapper_input_fifo__parameterized0 |        118 |         86 |       0 |   32 |   268 |      0 |      0 |          0 |
|               (gen_input_fifo_read_default.data_in_channel_fifo)  |                                                 zynq_gnss_acquisition_bd_xfft_0_0_axi_wrapper_input_fifo__parameterized0 |          7 |          7 |       0 |    0 |   130 |      0 |      0 |          0 |
|               gen_non_real_time.data_in_fifo_pt1                  |                                                          zynq_gnss_acquisition_bd_xfft_0_0_glb_ifx_slave__parameterized0 |        111 |         79 |       0 |   32 |   138 |      0 |      0 |          0 |
|                 (gen_non_real_time.data_in_fifo_pt1)              |                                                          zynq_gnss_acquisition_bd_xfft_0_0_glb_ifx_slave__parameterized0 |         71 |         71 |       0 |    0 |    66 |      0 |      0 |          0 |
|                 fifo0                                             |                                                           zynq_gnss_acquisition_bd_xfft_0_0_glb_srl_fifo__parameterized1 |         40 |          8 |       0 |   32 |    72 |      0 |      0 |          0 |
|           non_native_flt_non_ssr_fft.xfft_inst                    |                                                                      zynq_gnss_acquisition_bd_xfft_0_0_xfft_v9_1_15_core |       2976 |       2412 |       0 |  564 |  6002 |      0 |     18 |         52 |
|             floating_point.xfft_inst                              |                                                                        zynq_gnss_acquisition_bd_xfft_0_0_xfft_v9_1_15_fp |       2976 |       2412 |       0 |  564 |  6002 |      0 |     18 |         52 |
|               real_to_bfp                                         |                                                               zynq_gnss_acquisition_bd_xfft_0_0_fp_convert_to_block_fp_2 |        195 |        178 |       0 |   17 |   260 |      0 |      0 |          0 |
|                 fpo                                               |                                                          zynq_gnss_acquisition_bd_xfft_0_0_floating_point_v7_1_21_viv__1 |        163 |        158 |       0 |    5 |   217 |      0 |      0 |          0 |
|                   FLT_TO_FIX_OP.SPD.OP                            |                                                                        zynq_gnss_acquisition_bd_xfft_0_0_flt_to_fix_conv |        163 |        158 |       0 |    5 |   217 |      0 |      0 |          0 |
|               convert_imag_to_fp                                  |                                                                       zynq_gnss_acquisition_bd_xfft_0_0_fp_convert_to_fp |        208 |        182 |       0 |   26 |   355 |      0 |      0 |          0 |
|                 (convert_imag_to_fp)                              |                                                                       zynq_gnss_acquisition_bd_xfft_0_0_fp_convert_to_fp |          5 |          5 |       0 |    0 |    72 |      0 |      0 |          0 |
|                 fpo                                               |                                             zynq_gnss_acquisition_bd_xfft_0_0_floating_point_v7_1_21_viv__parameterized1 |        139 |        137 |       0 |    2 |   209 |      0 |      0 |          0 |
|                   FIX_TO_FLT_OP.SPD.OP                            |                                                                    zynq_gnss_acquisition_bd_xfft_0_0_fix_to_flt_conv_339 |        139 |        137 |       0 |    2 |   209 |      0 |      0 |          0 |
|                     NORM_SHIFT                                    |                                                    zynq_gnss_acquisition_bd_xfft_0_0_shift_msb_first__parameterized0_345 |         27 |         27 |       0 |    0 |    53 |      0 |      0 |          0 |
|               convert_real_to_fp                                  |                                                                     zynq_gnss_acquisition_bd_xfft_0_0_fp_convert_to_fp_0 |        208 |        182 |       0 |   26 |   355 |      0 |      0 |          0 |
|                 (convert_real_to_fp)                              |                                                                     zynq_gnss_acquisition_bd_xfft_0_0_fp_convert_to_fp_0 |          5 |          5 |       0 |    0 |    72 |      0 |      0 |          0 |
|                 fpo                                               |                                          zynq_gnss_acquisition_bd_xfft_0_0_floating_point_v7_1_21_viv__parameterized1__1 |        139 |        137 |       0 |    2 |   209 |      0 |      0 |          0 |
|                   FIX_TO_FLT_OP.SPD.OP                            |                                                                        zynq_gnss_acquisition_bd_xfft_0_0_fix_to_flt_conv |        139 |        137 |       0 |    2 |   209 |      0 |      0 |          0 |
|                     NORM_SHIFT                                    |                                                        zynq_gnss_acquisition_bd_xfft_0_0_shift_msb_first__parameterized0 |         27 |         27 |       0 |    0 |    53 |      0 |      0 |          0 |
|               fft                                                 |                                                      zynq_gnss_acquisition_bd_xfft_0_0_xfft_v9_1_15_core__parameterized1 |       2031 |       1599 |       0 |  432 |  4329 |      0 |     14 |         52 |
|                 non_floating_point.arch_b.xfft_inst               |                                                                         zynq_gnss_acquisition_bd_xfft_0_0_xfft_v9_1_15_b |       1999 |       1567 |       0 |  432 |  4329 |      0 |     14 |         52 |
|                   control                                         |                                                                             zynq_gnss_acquisition_bd_xfft_0_0_r4_control |        292 |        222 |       0 |   70 |   635 |      0 |      6 |          0 |
|                     twiddle_generator3                            |                                                                        zynq_gnss_acquisition_bd_xfft_0_0_twiddle_gen_249 |          7 |          6 |       0 |    1 |    78 |      0 |      2 |          0 |
|                       tw1.twgen1                                  |                                                                      zynq_gnss_acquisition_bd_xfft_0_0_twgen_quarter_sin |          7 |          6 |       0 |    1 |    78 |      0 |      2 |          0 |
|                         (tw1.twgen1)                              |                                                                      zynq_gnss_acquisition_bd_xfft_0_0_twgen_quarter_sin |          5 |          4 |       0 |    1 |    61 |      0 |      2 |          0 |
|                     control                                       |                                                                         zynq_gnss_acquisition_bd_xfft_0_0_flow_control_b |         91 |         88 |       0 |    3 |    99 |      0 |      0 |          0 |
|                     processing_address_generator                  |                                                                          zynq_gnss_acquisition_bd_xfft_0_0_rw_addr_gen_b |         32 |         28 |       0 |    4 |    65 |      0 |      0 |          0 |
|                     twiddle_address_generator                     |                                                                            zynq_gnss_acquisition_bd_xfft_0_0_tw_addr_gen |         47 |         47 |       0 |    0 |    66 |      0 |      0 |          0 |
|                       N_MAX_P4.p4                                 |                                                                              zynq_gnss_acquisition_bd_xfft_0_0_tw_gen_p4 |         47 |         47 |       0 |    0 |    66 |      0 |      0 |          0 |
|                         (N_MAX_P4.p4)                             |                                                                              zynq_gnss_acquisition_bd_xfft_0_0_tw_gen_p4 |         24 |         24 |       0 |    0 |    50 |      0 |      0 |          0 |
|                     twiddle_generator1                            |                                                                            zynq_gnss_acquisition_bd_xfft_0_0_twiddle_gen |          6 |          6 |       0 |    0 |    78 |      0 |      2 |          0 |
